Task_name,Id_number,Absorbing_response,Other_response,Problem_response,Words_response,Sounds_response,Images_response,Past_response,Distracting_response,Focus_response,Intrusive_response,Deliberate_response,Detailed_response,Future_response,Emotion_response,Self_response,Knowledge_response,Age,Gender,Language,Country
2B-Face,subject005,5.6,6.0,5.0,3.0,2.0,7.9,3.0,4.0,10.0,1.0,5.0,5.7,6.2,5.6,10.0,5.3,19.0,Man,English,Canada
2B-Scene,subject005,8.3,7.0,8.0,7.9,1.0,10.0,6.7,4.0,4.1,1.0,4.0,6.8,5.4,5.0,1.0,4.0,19.0,Man,English,Canada
2B-Scene,subject005,4.3,1.0,5.6,8.7,1.0,8.0,5.0,2.0,8.0,1.0,7.3,7.0,1.0,5.8,1.0,1.0,19.0,Man,English,Canada
Documentary,subject005,6.0,10.0,1.0,5.0,4.4,8.0,2.0,5.2,6.5,1.0,5.1,5.6,8.8,6.1,3.3,1.0,19.0,Man,English,Canada
Documentary,subject005,6.0,10.0,1.0,5.0,4.4,8.0,2.0,5.2,6.5,1.0,5.1,5.6,8.8,6.1,3.3,1.0,19.0,Man,English,Canada
EasyMath,subject005,6.2,1.0,9.0,5.0,1.0,1.0,6.0,1.0,4.0,1.0,9.1,8.3,2.0,5.1,1.0,9.0,19.0,Man,English,Canada
EasyMath,subject005,4.8,1.0,4.9,1.4,1.0,1.0,5.6,1.0,1.0,1.0,4.9,4.2,6.5,4.1,1.0,9.0,19.0,Man,English,Canada
EasyMath,subject005,6.5,1.0,4.8,1.0,1.0,5.9,8.7,6.4,6.5,1.0,4.0,3.6,2.0,4.0,1.0,6.1,19.0,Man,English,Canada
FingerTap,subject005,10.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,6.2,1.0,1.0,1.0,10.0,5.0,1.0,1.0,19.0,Man,English,Canada
FingerTap,subject005,10.0,6.0,3.0,6.0,5.0,2.0,1.0,10.0,7.2,1.0,5.0,5.9,7.2,5.7,4.0,3.0,19.0,Man,English,Canada
FingerTap,subject005,7.9,7.0,4.0,1.5,5.7,6.0,1.0,7.7,8.0,1.0,5.2,4.9,10.0,5.5,7.0,1.0,19.0,Man,English,Canada
Friend,subject005,8.7,10.0,9.0,9.0,8.0,7.0,7.0,3.1,1.0,1.0,2.0,9.0,8.8,9.0,2.0,8.0,19.0,Man,English,Canada
Friend,subject005,10.0,9.4,5.5,6.2,7.0,8.7,9.0,6.3,6.0,1.0,1.7,3.2,7.0,10.0,4.6,9.2,19.0,Man,English,Canada
Friend,subject005,9.0,9.9,5.0,5.2,6.0,9.3,8.9,7.2,2.0,1.0,3.0,3.0,8.1,9.0,2.3,6.1,19.0,Man,English,Canada
GoNoGo,subject005,7.0,1.0,1.3,1.0,2.0,1.0,6.3,9.2,6.1,1.0,1.0,1.0,10.0,4.2,2.0,1.0,19.0,Man,English,Canada
GoNoGo,subject005,8.9,6.8,6.0,1.7,4.0,1.0,3.0,8.8,8.1,1.0,5.0,1.6,3.0,6.7,9.0,1.0,19.0,Man,English,Canada
GoNoGo,subject005,8.0,9.0,4.0,10.0,3.0,1.3,6.0,10.0,3.0,1.0,3.2,2.0,6.0,5.3,3.0,1.0,19.0,Man,English,Canada
HardMath,subject005,5.3,1.0,10.0,8.0,1.0,1.0,1.0,1.0,1.8,1.0,10.0,4.3,1.0,6.0,1.8,10.0,19.0,Man,English,Canada
HardMath,subject005,4.0,1.0,9.1,6.6,1.0,1.0,1.0,1.0,1.0,1.0,8.6,8.0,1.0,5.0,1.5,9.6,19.0,Man,English,Canada
HardMath,subject005,9.0,1.0,9.5,4.4,1.0,1.5,7.5,1.0,1.0,1.0,9.0,5.9,1.0,4.8,1.0,8.8,19.0,Man,English,Canada
Memory,subject005,7.0,7.9,7.4,4.9,1.2,6.1,7.2,8.4,6.6,1.0,6.0,7.3,3.0,4.1,8.2,9.0,19.0,Man,English,Canada
Memory,subject005,10.0,10.0,3.0,5.5,8.3,8.0,10.0,5.5,3.6,1.0,3.3,7.4,6.9,10.0,9.5,10.0,19.0,Man,English,Canada
Memory,subject005,10.0,6.4,8.0,6.3,4.0,5.0,7.4,2.0,10.0,8.0,8.0,8.0,10.0,10.0,9.0,8.0,19.0,Man,English,Canada
Read,subject005,5.0,10.0,8.0,7.0,3.0,6.0,7.4,4.3,9.0,2.0,3.0,2.7,2.0,4.0,1.1,5.3,19.0,Man,English,Canada
Read,subject005,8.0,5.6,1.6,10.0,3.0,5.8,6.8,9.0,2.0,1.0,3.0,2.9,9.0,7.0,1.0,6.0,19.0,Man,English,Canada
Read,subject005,7.0,5.8,3.6,4.0,2.0,6.0,6.1,9.0,10.0,1.0,3.0,4.9,2.3,3.0,3.9,5.0,19.0,Man,English,Canada
SciFi,subject005,9.0,2.0,1.0,8.0,7.9,8.4,2.3,8.7,9.5,1.0,2.0,2.5,1.0,7.3,1.0,1.8,19.0,Man,English,Canada
SciFi,subject005,9.0,2.0,1.0,8.0,7.9,8.4,2.3,8.7,9.5,1.0,2.0,2.5,1.0,7.3,1.0,1.8,19.0,Man,English,Canada
You,subject005,5.1,2.4,1.0,2.1,2.0,4.5,5.1,2.5,2.0,1.0,2.0,2.7,3.0,5.0,10.0,2.5,19.0,Man,English,Canada
You,subject005,7.5,6.5,1.0,1.4,2.7,2.7,4.4,4.3,3.7,1.0,2.8,4.1,4.4,7.5,9.4,4.8,19.0,Man,English,Canada
You,subject005,9.0,4.5,2.5,3.2,4.1,2.0,3.8,8.6,8.8,1.2,2.2,1.6,2.3,5.2,5.9,5.3,19.0,Man,English,Canada
0B,subject008,5.0,1.0,7.0,1.0,1.0,6.6,2.1,8.1,6.2,1.7,3.1,3.0,5.0,5.0,1.0,2.0,18.0,Woman,"English, French",Canada
0B,subject008,2.0,1.0,7.6,1.8,1.0,8.8,7.1,7.5,7.0,1.6,2.0,2.3,4.1,5.0,1.0,8.6,18.0,Woman,"English, French",Canada
0B,subject008,8.0,1.0,6.0,1.0,1.0,9.1,2.5,8.3,3.9,1.0,1.0,2.1,3.9,5.0,4.1,9.1,18.0,Woman,"English, French",Canada
1B,subject008,8.7,1.0,7.0,1.0,1.0,10.0,7.3,7.7,7.0,5.0,8.2,2.0,10.0,3.8,1.0,8.2,18.0,Woman,"English, French",Canada
1B,subject008,4.6,1.0,8.9,4.2,1.0,8.0,8.2,7.0,7.9,3.0,8.2,5.3,8.8,5.1,1.0,8.6,18.0,Woman,"English, French",Canada
1B,subject008,6.8,1.0,9.0,6.5,1.0,9.0,9.1,8.1,7.8,2.0,3.6,3.0,9.4,5.1,1.0,8.9,18.0,Woman,"English, French",Canada
2B-Face,subject008,6.6,10.0,5.0,1.0,1.0,10.0,7.0,3.0,1.0,1.6,4.0,1.8,7.2,5.0,1.0,7.1,18.0,Woman,"English, French",Canada
2B-Face,subject008,10.0,10.0,3.0,4.0,1.0,10.0,5.0,3.0,1.0,1.0,7.8,5.7,6.5,6.2,1.0,8.4,18.0,Woman,"English, French",Canada
2B-Scene,subject008,10.0,1.0,6.3,1.0,1.0,10.0,10.0,8.0,1.0,3.2,3.5,3.7,5.5,5.0,1.0,6.5,18.0,Woman,"English, French",Canada
2B-Scene,subject008,10.0,1.0,7.1,1.0,1.0,10.0,7.6,1.0,1.0,1.0,7.0,5.2,10.0,5.0,1.0,7.6,18.0,Woman,"English, French",Canada
Documentary,subject008,9.1,1.0,1.0,5.3,10.0,10.0,9.1,1.0,1.0,1.0,3.9,7.3,1.0,10.0,8.0,9.1,18.0,Woman,"English, French",Canada
Documentary,subject008,9.1,1.0,1.0,5.3,10.0,10.0,9.1,1.0,1.0,1.0,3.9,7.3,1.0,10.0,8.0,9.1,18.0,Woman,"English, French",Canada
EasyMath,subject008,6.3,1.0,10.0,1.0,1.0,2.2,1.0,2.0,8.3,1.0,2.1,8.1,1.0,5.0,1.0,9.0,18.0,Woman,"English, French",Canada
EasyMath,subject008,7.8,1.0,10.0,1.0,1.0,2.4,3.3,3.0,10.0,1.0,3.0,7.8,1.0,5.0,1.0,8.9,18.0,Woman,"English, French",Canada
EasyMath,subject008,2.0,1.0,10.0,1.0,1.0,2.0,3.0,7.2,8.0,1.0,1.0,3.0,1.0,5.0,1.0,8.1,18.0,Woman,"English, French",Canada
FingerTap,subject008,7.3,2.0,1.8,1.0,1.0,10.0,4.3,2.0,3.0,1.0,1.0,1.0,5.8,5.1,1.9,1.7,18.0,Woman,"English, French",Canada
FingerTap,subject008,8.7,1.0,3.0,1.0,1.0,10.0,7.7,5.0,3.0,2.0,1.0,3.2,9.2,5.0,1.0,7.0,18.0,Woman,"English, French",Canada
FingerTap,subject008,9.0,1.0,9.8,1.0,1.0,10.0,8.9,1.9,4.0,2.9,1.0,1.9,8.9,5.0,1.0,9.0,18.0,Woman,"English, French",Canada
Friend,subject008,9.5,10.0,1.0,10.0,1.0,2.6,10.0,1.0,1.0,1.0,10.0,9.0,6.6,10.0,6.2,10.0,18.0,Woman,"English, French",Canada
Friend,subject008,10.0,7.6,1.0,10.0,1.0,3.9,10.0,1.0,1.0,1.0,10.0,10.0,6.6,10.0,6.0,10.0,18.0,Woman,"English, French",Canada
Friend,subject008,10.0,8.1,1.6,10.0,1.0,6.7,10.0,1.0,1.0,1.0,10.0,10.0,7.1,10.0,6.0,10.0,18.0,Woman,"English, French",Canada
GoNoGo,subject008,6.0,1.0,7.4,1.0,1.0,8.6,5.1,8.5,8.2,8.0,5.2,2.0,4.5,3.0,1.0,2.0,18.0,Woman,"English, French",Canada
GoNoGo,subject008,8.5,1.0,3.4,1.0,1.0,10.0,2.3,8.0,8.0,2.9,3.5,1.8,3.6,6.1,1.0,8.0,18.0,Woman,"English, French",Canada
GoNoGo,subject008,8.0,1.0,8.0,1.0,1.0,10.0,5.3,3.0,4.0,1.4,1.0,2.4,3.6,6.0,1.0,2.0,18.0,Woman,"English, French",Canada
HardMath,subject008,9.1,1.0,10.0,1.0,1.0,1.0,1.4,3.0,9.0,1.3,9.0,3.1,1.3,5.1,1.0,7.9,18.0,Woman,"English, French",Canada
HardMath,subject008,8.9,1.0,10.0,1.0,1.0,1.0,1.9,2.9,8.5,2.0,7.8,4.5,1.0,5.1,1.3,7.6,18.0,Woman,"English, French",Canada
HardMath,subject008,9.5,1.0,10.0,1.0,1.0,4.1,3.4,1.8,8.7,1.0,8.2,5.9,1.0,5.2,1.0,8.9,18.0,Woman,"English, French",Canada
Memory,subject008,10.0,10.0,1.0,7.0,8.2,9.4,10.0,9.1,1.0,1.0,9.2,9.5,9.0,9.1,8.1,10.0,18.0,Woman,"English, French",Canada
Memory,subject008,6.9,10.0,1.0,3.1,9.2,9.2,10.0,9.4,1.0,1.0,6.1,8.0,3.0,9.2,6.0,10.0,18.0,Woman,"English, French",Canada
Memory,subject008,8.2,1.0,1.0,10.0,3.8,6.9,10.0,9.1,1.0,4.9,4.2,4.0,1.0,1.0,6.7,9.4,18.0,Woman,"English, French",Canada
Read,subject008,10.0,3.1,5.1,10.0,1.0,4.0,1.0,10.0,1.0,1.0,10.0,4.0,1.0,5.0,5.4,2.0,18.0,Woman,"English, French",Canada
Read,subject008,10.0,1.0,3.1,10.0,1.0,5.1,1.0,10.0,1.0,1.0,10.0,7.9,1.0,5.0,2.1,3.0,18.0,Woman,"English, French",Canada
Read,subject008,9.3,1.0,4.2,10.0,1.0,9.0,8.0,6.3,1.0,3.0,10.0,6.0,5.4,4.1,8.0,5.1,18.0,Woman,"English, French",Canada
SciFi,subject008,3.4,10.0,1.0,10.0,8.0,10.0,3.0,5.3,1.0,3.0,8.8,2.7,5.3,5.0,1.0,1.9,18.0,Woman,"English, French",Canada
SciFi,subject008,3.4,10.0,1.0,10.0,8.0,10.0,3.0,5.3,1.0,3.0,8.8,2.7,5.3,5.0,1.0,1.9,18.0,Woman,"English, French",Canada
You,subject008,8.1,7.0,2.0,9.1,1.0,1.9,9.0,1.0,1.0,3.2,8.2,8.0,3.0,5.0,10.0,8.0,18.0,Woman,"English, French",Canada
You,subject008,8.5,7.3,1.6,7.8,1.0,2.6,10.0,1.0,1.3,5.5,8.6,7.8,4.0,3.3,3.0,7.9,18.0,Woman,"English, French",Canada
You,subject008,7.3,7.2,4.2,10.0,1.0,4.0,9.3,2.0,2.0,5.0,9.0,8.6,5.4,7.5,10.0,8.4,18.0,Woman,"English, French",Canada
0B,subject009,5.5,1.3,3.2,9.0,4.3,2.1,2.3,4.5,5.8,9.7,9.0,9.7,2.4,2.2,8.4,6.7,17.0,Woman,English,Canada
0B,subject009,1.3,8.4,3.5,4.7,6.3,8.0,1.1,5.7,4.1,4.2,2.3,8.6,1.0,8.0,6.6,7.2,17.0,Woman,English,Canada
0B,subject009,5.0,2.3,4.7,7.4,5.6,7.7,5.1,6.5,3.2,4.2,5.0,9.8,5.0,8.8,1.0,3.8,17.0,Woman,English,Canada
1B,subject009,3.4,5.1,5.7,4.0,3.6,8.8,3.3,2.5,1.0,9.4,5.6,5.7,4.2,1.5,1.1,3.9,17.0,Woman,English,Canada
1B,subject009,2.7,4.1,5.0,7.0,4.8,5.6,3.0,5.4,4.0,5.8,3.9,4.1,3.2,5.2,4.9,5.0,17.0,Woman,English,Canada
1B,subject009,3.5,4.9,5.7,10.0,8.3,7.2,4.3,6.2,10.0,3.5,8.8,2.5,8.0,1.0,8.6,7.0,17.0,Woman,English,Canada
2B-Face,subject009,2.8,7.8,4.1,4.6,4.8,10.0,5.3,1.8,2.2,7.4,4.8,4.3,3.2,4.0,3.8,1.4,17.0,Woman,English,Canada
2B-Face,subject009,1.9,7.3,7.1,5.5,7.0,3.1,3.7,2.0,4.3,3.8,3.7,8.1,1.2,3.7,3.3,4.6,17.0,Woman,English,Canada
2B-Scene,subject009,1.9,2.7,2.1,2.0,4.1,10.0,2.6,6.4,3.5,3.7,2.9,4.6,4.4,3.8,2.0,3.2,17.0,Woman,English,Canada
2B-Scene,subject009,7.5,1.4,4.7,4.4,1.9,9.1,2.3,2.6,7.5,3.0,6.9,1.5,2.4,3.2,6.3,2.8,17.0,Woman,English,Canada
Documentary,subject009,4.5,8.8,1.0,10.0,10.0,10.0,5.4,3.5,4.8,3.7,4.1,1.0,6.1,4.8,5.3,5.4,17.0,Woman,English,Canada
Documentary,subject009,4.5,8.8,1.0,10.0,10.0,10.0,5.4,3.5,4.8,3.7,4.1,1.0,6.1,4.8,5.3,5.4,17.0,Woman,English,Canada
EasyMath,subject009,2.2,1.7,5.2,5.8,5.0,6.0,9.0,3.0,10.0,6.4,3.1,2.6,2.0,2.5,6.4,4.4,17.0,Woman,English,Canada
EasyMath,subject009,6.1,3.7,2.0,1.1,9.0,3.4,2.8,2.9,5.2,4.1,3.0,3.8,2.3,2.9,4.6,5.2,17.0,Woman,English,Canada
EasyMath,subject009,5.5,9.5,2.8,3.3,3.5,1.6,3.2,6.4,4.9,6.9,2.4,5.9,4.1,3.2,2.1,5.0,17.0,Woman,English,Canada
FingerTap,subject009,2.0,2.7,1.0,2.1,2.3,6.2,1.0,2.0,4.2,1.1,3.0,1.0,1.0,3.5,2.9,2.1,17.0,Woman,English,Canada
FingerTap,subject009,1.8,3.2,4.5,1.0,3.0,4.1,2.2,3.1,1.0,1.0,3.4,7.0,4.4,4.1,2.1,2.0,17.0,Woman,English,Canada
FingerTap,subject009,2.6,1.0,2.7,1.0,2.4,1.1,5.6,5.0,3.6,2.2,5.1,2.0,2.2,1.0,5.8,2.9,17.0,Woman,English,Canada
Friend,subject009,7.0,3.6,1.9,2.1,3.4,1.0,4.2,3.6,1.3,5.4,1.9,5.3,3.3,5.3,2.2,1.9,17.0,Woman,English,Canada
Friend,subject009,7.1,2.0,5.0,8.0,6.8,4.3,5.0,8.2,5.0,6.0,6.8,10.0,1.4,10.0,6.0,2.0,17.0,Woman,English,Canada
Friend,subject009,5.7,8.0,8.9,4.0,3.2,4.6,5.0,4.0,1.1,3.1,7.2,1.7,3.2,7.6,8.0,3.8,17.0,Woman,English,Canada
GoNoGo,subject009,3.2,1.8,5.5,1.0,1.0,3.1,1.2,2.0,2.9,2.8,1.0,2.0,1.3,4.4,3.0,1.0,17.0,Woman,English,Canada
GoNoGo,subject009,2.0,8.9,1.8,3.0,5.3,8.5,8.0,2.3,3.1,1.6,2.9,3.5,3.6,2.0,6.5,3.1,17.0,Woman,English,Canada
GoNoGo,subject009,4.8,5.5,4.2,3.7,1.0,4.0,3.4,3.3,2.0,3.3,4.2,2.6,3.2,1.6,2.1,2.0,17.0,Woman,English,Canada
HardMath,subject009,5.7,4.4,3.0,1.4,1.8,4.8,6.4,3.5,3.3,7.3,8.3,7.7,5.8,6.9,5.1,4.0,17.0,Woman,English,Canada
HardMath,subject009,2.4,6.4,7.6,5.3,8.5,5.3,2.9,9.4,4.1,1.0,5.2,6.3,4.7,4.2,1.0,6.7,17.0,Woman,English,Canada
HardMath,subject009,5.3,3.7,5.1,6.4,7.2,5.9,3.0,3.0,6.4,3.8,6.4,1.0,3.9,8.4,2.1,2.3,17.0,Woman,English,Canada
Memory,subject009,6.0,5.8,2.9,7.8,2.0,9.0,8.0,2.7,4.8,5.5,4.5,9.0,1.3,3.0,4.7,5.8,17.0,Woman,English,Canada
Memory,subject009,9.9,8.7,4.9,7.4,1.0,5.7,1.0,6.8,7.3,5.0,3.7,4.7,9.0,6.2,7.5,8.4,17.0,Woman,English,Canada
Memory,subject009,2.8,7.1,4.5,6.4,6.3,9.4,4.5,4.5,4.2,8.2,6.6,9.1,8.6,1.2,5.2,6.3,17.0,Woman,English,Canada
Read,subject009,3.0,3.8,3.5,6.2,3.1,5.6,5.6,4.3,5.8,5.0,7.2,7.1,6.4,1.4,6.0,7.4,17.0,Woman,English,Canada
Read,subject009,2.0,3.4,7.4,4.9,1.7,6.5,3.3,3.3,6.6,1.9,8.2,2.0,3.3,5.5,8.2,4.5,17.0,Woman,English,Canada
Read,subject009,5.3,9.7,5.5,3.3,1.9,2.8,3.8,7.8,2.7,4.4,3.7,6.5,7.6,6.1,7.4,4.5,17.0,Woman,English,Canada
SciFi,subject009,3.2,10.0,6.1,9.2,7.5,8.7,1.0,3.7,4.4,1.3,5.2,5.2,6.0,6.5,2.9,2.7,17.0,Woman,English,Canada
SciFi,subject009,3.2,10.0,6.1,9.2,7.5,8.7,1.0,3.7,4.4,1.3,5.2,5.2,6.0,6.5,2.9,2.7,17.0,Woman,English,Canada
You,subject009,4.1,6.0,8.6,3.0,5.0,9.0,4.9,4.5,6.1,6.0,2.1,5.0,6.0,6.5,9.9,7.0,17.0,Woman,English,Canada
You,subject009,6.2,4.0,9.2,6.7,2.1,4.8,2.8,5.8,1.0,3.8,1.0,3.3,1.0,7.8,7.8,5.1,17.0,Woman,English,Canada
You,subject009,4.7,8.0,1.1,3.2,2.0,9.0,7.0,3.1,3.0,3.8,4.0,1.3,3.7,5.3,4.0,6.7,17.0,Woman,English,Canada
0B,subject010,5.5,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,6.4,1.0,1.0,1.0,2.8,1.0,8.6,17.0,Woman,English,Canada
0B,subject010,6.7,1.0,1.0,1.0,1.0,10.0,5.9,7.1,5.1,1.0,8.8,1.0,1.0,4.3,1.0,8.7,17.0,Woman,English,Canada
0B,subject010,6.1,1.0,1.0,1.0,6.4,10.0,1.0,9.3,8.9,8.6,1.7,1.0,1.0,5.1,1.0,8.5,17.0,Woman,English,Canada
1B,subject010,10.0,1.0,1.0,10.0,1.0,10.0,2.1,1.0,1.0,1.0,10.0,9.3,1.0,9.0,1.0,9.0,17.0,Woman,English,Canada
1B,subject010,9.0,1.0,1.0,10.0,10.0,10.0,8.1,1.0,1.0,1.0,10.0,10.0,1.0,9.1,1.0,8.0,17.0,Woman,English,Canada
1B,subject010,8.9,1.0,1.0,10.0,10.0,10.0,7.2,1.3,2.0,1.2,10.0,10.0,1.0,8.8,1.0,9.0,17.0,Woman,English,Canada
2B-Face,subject010,5.6,10.0,2.4,8.0,9.5,8.2,3.9,10.0,8.2,10.0,7.3,8.5,6.3,9.4,6.6,5.7,17.0,Woman,English,Canada
2B-Face,subject010,4.9,10.0,8.4,5.8,5.3,4.1,7.6,1.0,8.0,3.6,5.0,1.7,2.9,4.6,4.0,2.6,17.0,Woman,English,Canada
2B-Scene,subject010,9.0,3.4,3.9,7.6,8.8,9.0,9.0,7.0,9.0,7.3,4.2,6.7,5.0,7.0,4.1,1.2,17.0,Woman,English,Canada
2B-Scene,subject010,7.0,6.4,3.4,7.6,7.3,7.8,6.4,6.3,7.0,6.2,7.1,3.5,10.0,1.0,5.7,4.5,17.0,Woman,English,Canada
Documentary,subject010,7.9,5.5,1.0,10.0,10.0,8.0,9.0,10.0,9.0,8.0,2.4,3.0,1.0,8.0,9.3,10.0,17.0,Woman,English,Canada
Documentary,subject010,7.9,5.5,1.0,10.0,10.0,8.0,9.0,10.0,9.0,8.0,2.4,3.0,1.0,8.0,9.3,10.0,17.0,Woman,English,Canada
EasyMath,subject010,10.0,1.0,2.7,10.0,1.0,10.0,6.1,1.0,1.0,1.0,10.0,10.0,1.0,5.5,1.0,10.0,17.0,Woman,English,Canada
EasyMath,subject010,9.2,1.0,1.3,10.0,10.0,6.5,7.4,5.3,8.1,5.0,10.0,7.0,1.0,4.4,1.0,10.0,17.0,Woman,English,Canada
EasyMath,subject010,3.4,1.0,1.7,10.0,1.0,9.5,10.0,7.8,2.5,7.5,4.5,1.0,1.0,2.1,1.0,10.0,17.0,Woman,English,Canada
FingerTap,subject010,4.3,8.7,8.8,2.7,6.7,4.2,8.0,8.7,7.5,8.1,3.2,1.5,7.8,8.6,4.9,3.6,17.0,Woman,English,Canada
FingerTap,subject010,3.4,3.7,7.3,9.0,3.3,7.8,1.9,6.0,8.0,8.8,4.8,3.7,3.9,8.0,6.4,8.0,17.0,Woman,English,Canada
FingerTap,subject010,8.8,8.0,7.6,3.8,2.5,6.4,8.2,7.7,7.9,7.7,6.5,8.2,7.3,8.8,7.5,1.7,17.0,Woman,English,Canada
Friend,subject010,4.0,10.0,1.8,9.3,3.1,5.8,10.0,9.8,3.0,7.8,7.8,4.3,1.0,6.0,6.0,10.0,17.0,Woman,English,Canada
Friend,subject010,4.9,8.1,2.6,9.2,1.5,2.3,6.0,8.8,7.8,10.0,8.6,2.6,7.9,7.9,2.1,2.4,17.0,Woman,English,Canada
Friend,subject010,10.0,10.0,1.0,7.2,2.9,10.0,10.0,1.0,3.1,8.1,6.9,10.0,4.0,9.0,3.0,10.0,17.0,Woman,English,Canada
GoNoGo,subject010,10.0,8.3,1.0,2.8,10.0,8.9,1.0,8.7,10.0,7.4,1.2,2.6,7.7,1.8,8.1,2.1,17.0,Woman,English,Canada
GoNoGo,subject010,6.4,1.0,8.0,1.0,1.0,5.7,4.0,1.0,1.1,1.3,1.0,6.2,8.6,1.0,9.7,9.4,17.0,Woman,English,Canada
GoNoGo,subject010,8.5,6.3,9.0,6.5,1.0,4.4,4.8,1.9,5.8,8.5,1.0,2.2,6.5,1.0,1.1,7.8,17.0,Woman,English,Canada
HardMath,subject010,9.0,1.0,1.0,10.0,1.0,9.8,2.5,9.0,7.8,7.2,3.8,7.4,1.0,2.8,1.0,10.0,17.0,Woman,English,Canada
HardMath,subject010,8.1,1.0,7.7,10.0,10.0,10.0,10.0,1.0,9.4,2.3,10.0,8.9,1.0,7.2,1.4,10.0,17.0,Woman,English,Canada
HardMath,subject010,8.9,1.0,5.1,8.3,2.3,9.5,9.4,2.1,10.0,1.4,10.0,8.0,1.0,5.4,1.0,10.0,17.0,Woman,English,Canada
Memory,subject010,6.7,7.3,1.1,8.3,1.7,8.2,10.0,1.0,3.0,2.0,9.9,2.5,3.6,3.3,10.0,10.0,17.0,Woman,English,Canada
Memory,subject010,9.0,8.1,3.1,8.9,7.2,10.0,10.0,2.0,2.1,6.3,1.8,7.3,1.0,9.9,7.3,10.0,17.0,Woman,English,Canada
Memory,subject010,6.6,5.2,8.4,9.0,8.2,9.7,10.0,1.0,2.3,6.1,6.1,3.5,1.2,1.6,9.8,9.0,17.0,Woman,English,Canada
Read,subject010,1.8,1.6,2.0,8.5,8.8,10.0,3.6,9.4,10.0,10.0,1.6,7.1,9.2,8.3,2.2,4.6,17.0,Woman,English,Canada
Read,subject010,10.0,1.0,4.7,7.7,8.7,7.3,6.9,7.9,3.5,3.6,7.2,2.5,8.2,8.4,7.9,7.7,17.0,Woman,English,Canada
Read,subject010,9.7,8.6,6.8,3.2,7.3,2.1,10.0,4.1,1.7,8.7,3.2,7.1,7.4,9.0,8.3,6.7,17.0,Woman,English,Canada
SciFi,subject010,8.8,2.2,1.0,2.5,10.0,6.0,1.0,2.4,2.0,10.0,6.4,5.9,1.0,10.0,3.0,7.4,17.0,Woman,English,Canada
SciFi,subject010,8.8,2.2,1.0,2.5,10.0,6.0,1.0,2.4,2.0,10.0,6.4,5.9,1.0,10.0,3.0,7.4,17.0,Woman,English,Canada
You,subject010,7.7,1.0,2.2,2.0,1.0,10.0,8.3,3.0,1.0,6.7,8.9,8.5,1.5,8.5,10.0,9.9,17.0,Woman,English,Canada
You,subject010,1.8,1.0,3.3,9.6,4.9,10.0,6.8,2.7,6.7,9.3,7.8,8.9,1.0,5.4,10.0,3.0,17.0,Woman,English,Canada
You,subject010,1.6,8.7,3.7,8.7,2.4,10.0,10.0,9.5,10.0,8.2,2.1,2.6,1.0,6.9,10.0,7.8,17.0,Woman,English,Canada
0B,subject011,10.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,9.0,1.0,1.0,6.6,1.0,4.3,18.0,Woman,English,USA
0B,subject011,10.0,1.0,10.0,1.0,1.0,7.0,1.0,1.0,10.0,1.0,8.3,4.0,8.3,7.1,1.0,8.0,18.0,Woman,English,USA
0B,subject011,10.0,1.0,10.0,1.0,1.0,4.9,7.0,3.3,10.0,2.1,6.2,1.0,8.5,3.9,1.0,7.9,18.0,Woman,English,USA
1B,subject011,8.6,1.0,8.7,1.0,1.0,1.0,4.3,8.3,10.0,4.3,8.5,1.0,6.7,3.4,1.0,1.0,18.0,Woman,English,USA
1B,subject011,10.0,1.0,10.0,7.2,1.0,1.0,10.0,1.0,10.0,1.0,8.5,4.1,6.1,4.5,1.0,1.0,18.0,Woman,English,USA
1B,subject011,10.0,1.0,10.0,1.0,1.0,1.0,10.0,1.0,10.0,1.0,3.6,2.0,7.1,4.3,1.0,2.8,18.0,Woman,English,USA
2B-Face,subject011,2.9,2.8,10.0,1.0,1.0,10.0,7.3,6.0,10.0,6.8,1.0,1.0,6.7,2.7,1.0,7.0,18.0,Woman,English,USA
2B-Face,subject011,4.7,7.7,10.0,1.0,1.0,10.0,10.0,6.5,10.0,5.5,1.0,1.0,6.3,3.0,1.0,10.0,18.0,Woman,English,USA
2B-Scene,subject011,8.7,1.0,10.0,1.0,1.0,7.9,8.2,5.3,10.0,2.8,1.0,1.0,8.0,5.6,1.0,10.0,18.0,Woman,English,USA
2B-Scene,subject011,6.6,1.0,10.0,1.0,1.0,2.3,10.0,4.0,10.0,2.9,1.0,1.0,8.7,2.6,1.1,8.6,18.0,Woman,English,USA
Documentary,subject011,10.0,7.3,3.9,10.0,1.0,3.5,8.1,1.0,10.0,1.0,7.3,7.4,9.0,4.3,1.0,10.0,18.0,Woman,English,USA
Documentary,subject011,10.0,7.3,3.9,10.0,1.0,3.5,8.1,1.0,10.0,1.0,7.3,7.4,9.0,4.3,1.0,10.0,18.0,Woman,English,USA
EasyMath,subject011,10.0,1.0,10.0,10.0,10.0,1.0,1.0,1.0,10.0,2.1,10.0,10.0,5.7,2.9,1.0,8.8,18.0,Woman,English,USA
EasyMath,subject011,10.0,1.0,10.0,10.0,10.0,1.0,1.0,2.4,10.0,1.9,10.0,10.0,6.0,4.0,1.0,10.0,18.0,Woman,English,USA
